,gbvs,gbvs_face_03,gbvs_face_05,gbvs_face_07
all,0.7493658271564901,0.7519465198854154,0.7526477848455839,0.752909177882154
person,0.7568506874730276,0.7607846070230878,0.7618599515394551,0.7622687651288076
no person,0.7353816346029594,0.7354340524362871,0.7354364131653822,0.7354223758920634
animal,0.7549765594605323,0.755935163311468,0.7561968135116625,0.7563287876643394
sports,0.7802096711044805,0.7817192638699718,0.7821758357144972,0.7824334706975614
electronic,0.7444691931526962,0.7479939100839766,0.7489747909604013,0.7493668306999268
